#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EDAR	IKBKG	9606.ENSP00000258443	9606.ENSP00000483825	0	0	0	0	0	0	0	0.540	0.540
EDAR	TRADD	9606.ENSP00000258443	9606.ENSP00000341268	0	0	0	0	0	0.348	0	0.347	0.556
EDAR	TRAF3	9606.ENSP00000258443	9606.ENSP00000454207	0	0	0	0	0	0.348	0	0.386	0.582
EDAR	EDARADD	9606.ENSP00000258443	9606.ENSP00000335076	0	0	0	0	0	0.379	0.900	0.895	0.992
EDARADD	TRAF2	9606.ENSP00000335076	9606.ENSP00000247668	0	0	0	0	0	0.379	0	0.075	0.401
EDARADD	IKBKG	9606.ENSP00000335076	9606.ENSP00000483825	0	0	0	0	0	0	0	0.444	0.444
EDARADD	TRAF1	9606.ENSP00000335076	9606.ENSP00000362994	0	0	0	0	0	0	0	0.483	0.483
EDARADD	TAB2	9606.ENSP00000335076	9606.ENSP00000356426	0	0	0	0	0	0.379	0	0.386	0.602
EDARADD	MAP3K7	9606.ENSP00000335076	9606.ENSP00000358335	0	0	0	0	0.063	0.397	0	0.497	0.691
ERC1	TAB1	9606.ENSP00000468263	9606.ENSP00000216160	0	0	0	0	0	0	0.900	0.246	0.921
ERC1	NFKBIA	9606.ENSP00000468263	9606.ENSP00000216797	0	0	0	0	0	0.313	0.900	0.386	0.954
ERC1	NFKB1	9606.ENSP00000468263	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0.348	0.932
ERC1	UBE2I	9606.ENSP00000468263	9606.ENSP00000348056	0	0	0	0	0	0	0	0.472	0.472
ERC1	TAB2	9606.ENSP00000468263	9606.ENSP00000356426	0	0	0	0	0	0	0.900	0.354	0.932
ERC1	MAP3K7	9606.ENSP00000468263	9606.ENSP00000358335	0	0	0	0	0	0.336	0.900	0.139	0.937
ERC1	IRAK1	9606.ENSP00000468263	9606.ENSP00000358997	0	0	0	0	0	0	0.900	0.222	0.918
ERC1	RELA	9606.ENSP00000468263	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.312	0.928
ERC1	IKBKB	9606.ENSP00000468263	9606.ENSP00000430684	0	0	0	0	0	0.336	0.900	0.353	0.953
ERC1	IKBKG	9606.ENSP00000468263	9606.ENSP00000483825	0	0	0	0	0	0.419	0.900	0.502	0.968
GADD45A	GADD45B	9606.ENSP00000360025	9606.ENSP00000215631	0	0	0	0.951	0.106	0.379	0.900	0.757	0.941
GADD45A	GADD45G	9606.ENSP00000360025	9606.ENSP00000252506	0	0	0	0.948	0.063	0.379	0.900	0.732	0.939
GADD45B	TNF	9606.ENSP00000215631	9606.ENSP00000398698	0	0	0	0	0.096	0	0	0.423	0.456
GADD45B	TNFAIP3	9606.ENSP00000215631	9606.ENSP00000481570	0	0	0	0	0.159	0	0	0.384	0.461
GADD45B	TICAM1	9606.ENSP00000215631	9606.ENSP00000248244	0	0	0	0	0.111	0	0	0.422	0.464
GADD45B	NFKBIA	9606.ENSP00000215631	9606.ENSP00000216797	0	0	0	0	0.221	0	0	0.350	0.472
GADD45B	IRAK4	9606.ENSP00000215631	9606.ENSP00000390651	0	0	0	0	0	0	0	0.526	0.526
GADD45B	LY96	9606.ENSP00000215631	9606.ENSP00000284818	0	0	0	0	0.076	0	0	0.524	0.541
GADD45B	IRAK1	9606.ENSP00000215631	9606.ENSP00000358997	0	0	0	0	0	0	0	0.550	0.550
GADD45B	IL1R1	9606.ENSP00000215631	9606.ENSP00000386380	0	0	0	0	0.065	0	0	0.550	0.561
GADD45B	TIRAP	9606.ENSP00000215631	9606.ENSP00000376445	0	0	0	0	0	0	0	0.641	0.641
GADD45B	TLR4	9606.ENSP00000215631	9606.ENSP00000363089	0	0	0	0	0.068	0	0	0.643	0.653
GADD45B	MYD88	9606.ENSP00000215631	9606.ENSP00000401399	0	0	0	0	0.047	0	0	0.733	0.734
GADD45B	GADD45G	9606.ENSP00000215631	9606.ENSP00000252506	0	0	0	0.947	0.221	0.379	0.900	0.763	0.949
ICAM1	TNFRSF1A	9606.ENSP00000264832	9606.ENSP00000162749	0	0	0	0	0.088	0	0	0.641	0.658
ICAM1	NFKBIA	9606.ENSP00000264832	9606.ENSP00000216797	0	0	0	0	0.126	0	0	0.769	0.789
ICAM1	RELB	9606.ENSP00000264832	9606.ENSP00000221452	0	0	0	0	0.201	0	0	0.481	0.568
ICAM1	NFKB1	9606.ENSP00000264832	9606.ENSP00000226574	0	0	0	0	0.096	0	0	0.443	0.474
ICAM1	PLCG1	9606.ENSP00000264832	9606.ENSP00000244007	0	0	0	0	0	0	0.800	0.222	0.837
ICAM1	IL1B	9606.ENSP00000264832	9606.ENSP00000263341	0	0	0	0	0.154	0	0	0.916	0.926
ICAM1	TNFSF13B	9606.ENSP00000264832	9606.ENSP00000365048	0	0	0	0	0	0	0	0.429	0.429
ICAM1	PLAU	9606.ENSP00000264832	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.398	0.433
ICAM1	SYK	9606.ENSP00000264832	9606.ENSP00000364907	0	0	0	0	0.061	0	0	0.443	0.454
ICAM1	LCK	9606.ENSP00000264832	9606.ENSP00000337825	0	0	0	0	0.061	0	0	0.446	0.457
ICAM1	IKBKB	9606.ENSP00000264832	9606.ENSP00000430684	0	0	0	0	0.061	0	0	0.450	0.461
ICAM1	LTA	9606.ENSP00000264832	9606.ENSP00000403495	0	0	0	0	0.061	0	0	0.454	0.466
ICAM1	TNFSF11	9606.ENSP00000264832	9606.ENSP00000381775	0	0	0	0	0	0	0	0.473	0.473
ICAM1	ZAP70	9606.ENSP00000264832	9606.ENSP00000264972	0	0	0	0	0.052	0	0	0.473	0.479
ICAM1	TRAF1	9606.ENSP00000264832	9606.ENSP00000362994	0	0	0	0	0.137	0	0	0.443	0.498
ICAM1	IL1R1	9606.ENSP00000264832	9606.ENSP00000386380	0	0	0	0	0.096	0	0	0.473	0.503
ICAM1	NFKB2	9606.ENSP00000264832	9606.ENSP00000358983	0	0	0	0	0.179	0	0	0.428	0.510
ICAM1	TNFAIP3	9606.ENSP00000264832	9606.ENSP00000481570	0	0	0	0	0.236	0	0	0.418	0.536
ICAM1	MYD88	9606.ENSP00000264832	9606.ENSP00000401399	0	0	0	0	0.089	0	0	0.560	0.582
ICAM1	PTGS2	9606.ENSP00000264832	9606.ENSP00000356438	0	0	0	0	0.123	0	0	0.677	0.705
ICAM1	RELA	9606.ENSP00000264832	9606.ENSP00000384273	0	0	0	0	0.065	0.417	0	0.554	0.735
ICAM1	TLR4	9606.ENSP00000264832	9606.ENSP00000363089	0	0	0	0	0.083	0	0	0.829	0.836
ICAM1	PLCG2	9606.ENSP00000264832	9606.ENSP00000482457	0	0	0	0	0	0	0.800	0.222	0.837
ICAM1	TRIM25	9606.ENSP00000264832	9606.ENSP00000323889	0	0	0	0	0.069	0	0.900	0.087	0.907
ICAM1	VCAM1	9606.ENSP00000264832	9606.ENSP00000294728	0	0	0	0	0.069	0	0	0.938	0.940
ICAM1	TNF	9606.ENSP00000264832	9606.ENSP00000398698	0	0	0	0	0.119	0	0	0.957	0.960
IKBKB	TNFRSF1A	9606.ENSP00000430684	9606.ENSP00000162749	0	0	0	0	0.062	0.701	0.900	0.580	0.986
IKBKB	TAB1	9606.ENSP00000430684	9606.ENSP00000216160	0	0	0	0	0.064	0.456	0.900	0.498	0.971
IKBKB	NFKBIA	9606.ENSP00000430684	9606.ENSP00000216797	0	0	0	0	0.061	0.919	0.900	0.906	0.999
IKBKB	RELB	9606.ENSP00000430684	9606.ENSP00000221452	0	0	0	0	0.062	0	0	0.675	0.682
IKBKB	NFKB1	9606.ENSP00000430684	9606.ENSP00000226574	0	0	0	0	0.062	0.733	0.900	0.853	0.995
IKBKB	PLCG1	9606.ENSP00000430684	9606.ENSP00000244007	0	0	0	0	0.061	0.185	0	0.299	0.417
IKBKB	TRAF2	9606.ENSP00000430684	9606.ENSP00000247668	0	0	0	0	0.062	0.711	0.900	0.403	0.981
IKBKB	TICAM1	9606.ENSP00000430684	9606.ENSP00000248244	0	0	0	0	0	0.050	0.900	0.272	0.924
IKBKB	RIPK1	9606.ENSP00000430684	9606.ENSP00000259808	0	0	0	0.548	0.062	0.313	0.900	0.658	0.950
IKBKB	TRAF5	9606.ENSP00000430684	9606.ENSP00000261464	0	0	0	0	0.059	0.102	0.540	0.360	0.717
IKBKB	PRKCQ	9606.ENSP00000430684	9606.ENSP00000263125	0	0	0	0.565	0.062	0.864	0.900	0.420	0.988
IKBKB	IL1B	9606.ENSP00000430684	9606.ENSP00000263341	0	0	0	0	0	0.059	0	0.628	0.634
IKBKB	LY96	9606.ENSP00000430684	9606.ENSP00000284818	0	0	0	0	0	0	0.900	0.226	0.919
IKBKB	VCAM1	9606.ENSP00000430684	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.400	0.413
IKBKB	PRKCB	9606.ENSP00000430684	9606.ENSP00000305355	0	0	0	0.565	0	0.697	0.900	0.297	0.972
IKBKB	MALT1	9606.ENSP00000430684	9606.ENSP00000319279	0.046	0	0	0	0	0.355	0.900	0.470	0.963
IKBKB	TRIM25	9606.ENSP00000430684	9606.ENSP00000323889	0	0	0	0	0	0.064	0.900	0.113	0.909
IKBKB	TRADD	9606.ENSP00000430684	9606.ENSP00000341268	0	0	0	0	0.049	0.057	0.900	0.492	0.948
IKBKB	TAB2	9606.ENSP00000430684	9606.ENSP00000356426	0	0	0	0	0.061	0.349	0.900	0.630	0.974
IKBKB	PTGS2	9606.ENSP00000430684	9606.ENSP00000356438	0	0	0	0	0.064	0.058	0	0.477	0.498
IKBKB	MAP3K7	9606.ENSP00000430684	9606.ENSP00000358335	0	0	0	0.570	0.064	0.860	0.900	0.908	0.991
IKBKB	NFKB2	9606.ENSP00000430684	9606.ENSP00000358983	0	0	0	0	0.061	0.322	0.900	0.778	0.983
IKBKB	IRAK1	9606.ENSP00000430684	9606.ENSP00000358997	0	0	0	0.551	0.064	0.379	0.900	0.587	0.952
IKBKB	TRAF1	9606.ENSP00000430684	9606.ENSP00000362994	0	0	0	0	0.079	0.418	0	0.656	0.800
IKBKB	TLR4	9606.ENSP00000430684	9606.ENSP00000363089	0	0	0	0	0	0.123	0.900	0.584	0.960
IKBKB	TNFSF13B	9606.ENSP00000430684	9606.ENSP00000365048	0	0	0	0	0	0	0	0.400	0.400
IKBKB	TAB3	9606.ENSP00000430684	9606.ENSP00000368215	0	0	0	0	0.062	0.343	0.900	0.319	0.952
IKBKB	TIRAP	9606.ENSP00000430684	9606.ENSP00000376445	0	0	0	0	0	0.050	0.900	0.356	0.933
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0.063	0.871	0.900	0.831	0.997
IKBKB	IL1R1	9606.ENSP00000430684	9606.ENSP00000386380	0	0	0	0	0	0.050	0	0.445	0.450
IKBKB	IRAK4	9606.ENSP00000430684	9606.ENSP00000390651	0	0	0	0.580	0.061	0	0.900	0.515	0.922
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0.061	0.993	0.900	0.684	0.999
IKBKB	MYD88	9606.ENSP00000430684	9606.ENSP00000401399	0	0	0	0	0.061	0.370	0.900	0.595	0.972
IKBKB	TICAM2	9606.ENSP00000430684	9606.ENSP00000415139	0	0	0	0	0	0.124	0.900	0.280	0.931
IKBKB	TRAF3	9606.ENSP00000430684	9606.ENSP00000454207	0	0	0	0	0.059	0.102	0.540	0.511	0.784
IKBKB	TNFAIP3	9606.ENSP00000430684	9606.ENSP00000481570	0	0	0	0	0.059	0.406	0.900	0.431	0.963
IKBKB	MAP3K14	9606.ENSP00000430684	9606.ENSP00000482657	0	0	0	0.550	0.064	0.916	0.900	0.456	0.993
IKBKB	IKBKG	9606.ENSP00000430684	9606.ENSP00000483825	0	0	0	0	0.061	0.998	0.900	0.965	0.999
IKBKG	TNFRSF1A	9606.ENSP00000483825	9606.ENSP00000162749	0	0	0	0	0	0.441	0.900	0.669	0.979
IKBKG	TAB1	9606.ENSP00000483825	9606.ENSP00000216160	0	0	0	0	0.111	0.742	0.900	0.659	0.991
IKBKG	NFKBIA	9606.ENSP00000483825	9606.ENSP00000216797	0	0	0	0	0	0.920	0.900	0.670	0.997
IKBKG	RELB	9606.ENSP00000483825	9606.ENSP00000221452	0	0	0	0	0.085	0	0	0.765	0.776
IKBKG	NFKB1	9606.ENSP00000483825	9606.ENSP00000226574	0	0	0	0	0.062	0.470	0.900	0.661	0.980
IKBKG	TRAF2	9606.ENSP00000483825	9606.ENSP00000247668	0	0	0	0	0.061	0.829	0.900	0.586	0.992
IKBKG	TICAM1	9606.ENSP00000483825	9606.ENSP00000248244	0	0	0	0	0.099	0	0.900	0.379	0.939
IKBKG	RIPK1	9606.ENSP00000483825	9606.ENSP00000259808	0	0	0	0	0.081	0.993	0.900	0.812	0.999
IKBKG	TRAF5	9606.ENSP00000483825	9606.ENSP00000261464	0	0	0	0	0	0.154	0	0.574	0.624
IKBKG	PIAS4	9606.ENSP00000483825	9606.ENSP00000262971	0	0	0	0	0.061	0.379	0.900	0.706	0.980
IKBKG	PRKCQ	9606.ENSP00000483825	9606.ENSP00000263125	0	0	0	0	0	0.313	0.900	0.483	0.961
IKBKG	IL1B	9606.ENSP00000483825	9606.ENSP00000263341	0	0	0	0	0	0.336	0	0.440	0.612
IKBKG	ZAP70	9606.ENSP00000483825	9606.ENSP00000264972	0	0	0	0	0	0.243	0	0.291	0.440
IKBKG	LY96	9606.ENSP00000483825	9606.ENSP00000284818	0	0	0	0	0.065	0	0.900	0.195	0.918
IKBKG	TNFRSF13C	9606.ENSP00000483825	9606.ENSP00000291232	0	0	0	0	0	0	0	0.474	0.474
IKBKG	PRKCB	9606.ENSP00000483825	9606.ENSP00000305355	0	0	0	0	0	0.167	0.900	0.148	0.922
IKBKG	MALT1	9606.ENSP00000483825	9606.ENSP00000319279	0	0	0	0	0	0.379	0.900	0.641	0.975
IKBKG	TRIM25	9606.ENSP00000483825	9606.ENSP00000323889	0	0	0	0	0.094	0	0.900	0.431	0.944
IKBKG	PIDD1	9606.ENSP00000483825	9606.ENSP00000337797	0	0	0	0	0.061	0.467	0	0.557	0.759
IKBKG	LCK	9606.ENSP00000483825	9606.ENSP00000337825	0	0	0	0	0	0.243	0	0.268	0.422
IKBKG	TRADD	9606.ENSP00000483825	9606.ENSP00000341268	0	0	0	0	0.109	0	0.900	0.677	0.968
IKBKG	UBE2I	9606.ENSP00000483825	9606.ENSP00000348056	0	0	0	0	0	0.175	0.900	0.317	0.938
IKBKG	PARP1	9606.ENSP00000483825	9606.ENSP00000355759	0	0	0	0	0	0.365	0	0.266	0.513
IKBKG	TAB2	9606.ENSP00000483825	9606.ENSP00000356426	0	0	0	0	0	0.742	0.900	0.721	0.992
IKBKG	MAP3K7	9606.ENSP00000483825	9606.ENSP00000358335	0	0	0	0	0	0.948	0.900	0.536	0.997
IKBKG	NFKB2	9606.ENSP00000483825	9606.ENSP00000358983	0	0	0	0	0.088	0.232	0.900	0.732	0.978
IKBKG	IRAK1	9606.ENSP00000483825	9606.ENSP00000358997	0	0	0	0	0.083	0.765	0.900	0.777	0.994
IKBKG	TRAF1	9606.ENSP00000483825	9606.ENSP00000362994	0	0	0	0	0.070	0.571	0	0.495	0.781
IKBKG	TLR4	9606.ENSP00000483825	9606.ENSP00000363089	0	0	0	0	0	0.809	0.900	0.586	0.991
IKBKG	TNFSF13B	9606.ENSP00000483825	9606.ENSP00000365048	0	0	0	0	0	0	0	0.518	0.518
IKBKG	TAB3	9606.ENSP00000483825	9606.ENSP00000368215	0	0	0	0	0.112	0.742	0.900	0.673	0.991
IKBKG	TIRAP	9606.ENSP00000483825	9606.ENSP00000376445	0	0	0	0	0	0	0.900	0.477	0.945
IKBKG	TNFSF11	9606.ENSP00000483825	9606.ENSP00000381775	0	0	0	0	0	0	0	0.414	0.414
IKBKG	RELA	9606.ENSP00000483825	9606.ENSP00000384273	0	0	0	0	0.101	0.871	0.900	0.750	0.996
IKBKG	IL1R1	9606.ENSP00000483825	9606.ENSP00000386380	0	0	0	0	0	0	0	0.558	0.558
IKBKG	IRAK4	9606.ENSP00000483825	9606.ENSP00000390651	0	0	0	0	0	0.765	0.900	0.597	0.989
IKBKG	TNF	9606.ENSP00000483825	9606.ENSP00000398698	0	0	0	0	0	0.993	0.900	0.682	0.999
IKBKG	MYD88	9606.ENSP00000483825	9606.ENSP00000401399	0	0	0	0	0.098	0.742	0.900	0.607	0.989
IKBKG	TICAM2	9606.ENSP00000483825	9606.ENSP00000415139	0	0	0	0	0	0	0.900	0.238	0.920
IKBKG	LYN	9606.ENSP00000483825	9606.ENSP00000428924	0	0	0	0	0	0.376	0	0.167	0.458
IKBKG	TRAF3	9606.ENSP00000483825	9606.ENSP00000454207	0	0	0	0	0	0.452	0	0.810	0.892
IKBKG	TNFAIP3	9606.ENSP00000483825	9606.ENSP00000481570	0	0	0	0	0.061	0.445	0.900	0.546	0.973
IKBKG	MAP3K14	9606.ENSP00000483825	9606.ENSP00000482657	0	0	0	0	0	0.832	0.900	0.466	0.990
IL1B	TNFRSF1A	9606.ENSP00000263341	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.649	0.656
IL1B	NFKBIA	9606.ENSP00000263341	9606.ENSP00000216797	0	0	0	0	0.155	0	0	0.833	0.853
IL1B	LBP	9606.ENSP00000263341	9606.ENSP00000217407	0	0	0	0	0.061	0	0	0.442	0.453
IL1B	RELB	9606.ENSP00000263341	9606.ENSP00000221452	0	0	0	0	0.132	0	0	0.450	0.502
IL1B	NFKB1	9606.ENSP00000263341	9606.ENSP00000226574	0	0	0	0	0.131	0	0.900	0.747	0.976
IL1B	RIPK1	9606.ENSP00000263341	9606.ENSP00000259808	0	0	0	0	0	0.268	0	0.348	0.502
IL1B	TRAF1	9606.ENSP00000263341	9606.ENSP00000362994	0	0	0	0	0.190	0	0	0.348	0.449
IL1B	SYK	9606.ENSP00000263341	9606.ENSP00000364907	0	0	0	0	0.097	0.059	0	0.429	0.472
IL1B	LYN	9606.ENSP00000263341	9606.ENSP00000428924	0	0	0	0	0.123	0.307	0	0.205	0.475
IL1B	MAP3K7	9606.ENSP00000263341	9606.ENSP00000358335	0	0	0	0	0	0.133	0	0.421	0.476
IL1B	TAB2	9606.ENSP00000263341	9606.ENSP00000356426	0	0	0	0	0	0	0	0.477	0.477
IL1B	TIRAP	9606.ENSP00000263341	9606.ENSP00000376445	0	0	0	0	0	0	0	0.484	0.484
IL1B	LY96	9606.ENSP00000263341	9606.ENSP00000284818	0	0	0	0	0.152	0	0	0.478	0.538
IL1B	PLAU	9606.ENSP00000263341	9606.ENSP00000361850	0	0	0	0	0.076	0	0	0.610	0.625
IL1B	TNFAIP3	9606.ENSP00000263341	9606.ENSP00000481570	0	0	0	0	0.296	0.268	0	0.441	0.687
IL1B	TNFSF11	9606.ENSP00000263341	9606.ENSP00000381775	0	0	0	0	0	0	0	0.821	0.821
IL1B	LTA	9606.ENSP00000263341	9606.ENSP00000403495	0	0	0	0	0.245	0	0	0.814	0.853
IL1B	VCAM1	9606.ENSP00000263341	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.865	0.868
IL1B	MALT1	9606.ENSP00000263341	9606.ENSP00000319279	0	0	0	0	0.063	0	0.900	0.210	0.919
IL1B	TICAM2	9606.ENSP00000263341	9606.ENSP00000415139	0	0	0	0	0.076	0	0.900	0.220	0.921
IL1B	TLR4	9606.ENSP00000263341	9606.ENSP00000363089	0	0	0	0	0.160	0	0	0.913	0.925
IL1B	NFKB2	9606.ENSP00000263341	9606.ENSP00000358983	0	0	0	0	0.098	0	0.900	0.459	0.946
IL1B	RELA	9606.ENSP00000263341	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.559	0.954
IL1B	IRAK4	9606.ENSP00000263341	9606.ENSP00000390651	0	0	0	0	0.061	0.059	0.900	0.558	0.955
IL1B	PTGS2	9606.ENSP00000263341	9606.ENSP00000356438	0	0	0	0	0.561	0	0	0.943	0.974
IL1B	IRAK1	9606.ENSP00000263341	9606.ENSP00000358997	0	0	0	0	0.056	0.059	0.900	0.758	0.975
IL1B	MYD88	9606.ENSP00000263341	9606.ENSP00000401399	0	0	0	0	0.097	0	0.900	0.862	0.986
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.441	0	0	0.981	0.989
IL1B	IL1R1	9606.ENSP00000263341	9606.ENSP00000386380	0	0	0	0	0.076	0.875	0.900	0.893	0.998
IL1R1	TNFRSF1A	9606.ENSP00000386380	9606.ENSP00000162749	0	0	0	0	0.082	0	0	0.727	0.739
IL1R1	TAB1	9606.ENSP00000386380	9606.ENSP00000216160	0	0	0	0	0	0	0.900	0.537	0.951
IL1R1	NFKBIA	9606.ENSP00000386380	9606.ENSP00000216797	0	0	0	0	0.061	0	0	0.456	0.467
IL1R1	RELB	9606.ENSP00000386380	9606.ENSP00000221452	0	0	0	0	0.059	0	0	0.460	0.470
IL1R1	NFKB1	9606.ENSP00000386380	9606.ENSP00000226574	0	0	0	0	0.069	0	0.900	0.448	0.944
IL1R1	TICAM1	9606.ENSP00000386380	9606.ENSP00000248244	0	0	0	0	0.065	0	0	0.529	0.540
IL1R1	RIPK1	9606.ENSP00000386380	9606.ENSP00000259808	0	0	0	0	0	0.050	0	0.421	0.426
IL1R1	TRAF5	9606.ENSP00000386380	9606.ENSP00000261464	0	0	0	0	0	0	0	0.423	0.422
IL1R1	LY96	9606.ENSP00000386380	9606.ENSP00000284818	0	0	0	0	0.076	0	0	0.525	0.542
IL1R1	VCAM1	9606.ENSP00000386380	9606.ENSP00000294728	0	0	0	0	0.076	0	0	0.398	0.419
IL1R1	TRADD	9606.ENSP00000386380	9606.ENSP00000341268	0	0	0	0	0	0	0	0.424	0.424
IL1R1	TAB2	9606.ENSP00000386380	9606.ENSP00000356426	0	0	0	0	0	0	0	0.578	0.578
IL1R1	PTGS2	9606.ENSP00000386380	9606.ENSP00000356438	0	0	0	0	0.096	0	0	0.516	0.543
IL1R1	MAP3K7	9606.ENSP00000386380	9606.ENSP00000358335	0	0	0	0	0	0.050	0.900	0.433	0.941
IL1R1	NFKB2	9606.ENSP00000386380	9606.ENSP00000358983	0	0	0	0	0.061	0	0	0.472	0.483
IL1R1	IRAK1	9606.ENSP00000386380	9606.ENSP00000358997	0	0	0	0	0.051	0.993	0.900	0.815	0.999
IL1R1	TRAF1	9606.ENSP00000386380	9606.ENSP00000362994	0	0	0	0	0.062	0	0	0.400	0.413
IL1R1	TLR4	9606.ENSP00000386380	9606.ENSP00000363089	0	0	0	0	0.083	0	0	0.798	0.807
IL1R1	TAB3	9606.ENSP00000386380	9606.ENSP00000368215	0	0	0	0	0	0	0	0.495	0.495
IL1R1	TIRAP	9606.ENSP00000386380	9606.ENSP00000376445	0	0	0	0	0	0	0	0.671	0.671
IL1R1	TNFSF11	9606.ENSP00000386380	9606.ENSP00000381775	0	0	0	0	0	0	0	0.440	0.440
IL1R1	RELA	9606.ENSP00000386380	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.476	0.945
IL1R1	TNFAIP3	9606.ENSP00000386380	9606.ENSP00000481570	0	0	0	0	0.076	0	0	0.448	0.468
IL1R1	MAP3K14	9606.ENSP00000386380	9606.ENSP00000482657	0	0	0	0	0	0.342	0	0.296	0.516
IL1R1	TRAF3	9606.ENSP00000386380	9606.ENSP00000454207	0	0	0	0	0	0	0	0.540	0.540
IL1R1	TNF	9606.ENSP00000386380	9606.ENSP00000398698	0	0	0	0	0	0	0	0.819	0.819
IL1R1	TICAM2	9606.ENSP00000386380	9606.ENSP00000415139	0	0	0	0	0.065	0.354	0.900	0.872	0.991
IL1R1	MYD88	9606.ENSP00000386380	9606.ENSP00000401399	0	0	0	0	0.061	0.993	0.900	0.915	0.999
IL1R1	IRAK4	9606.ENSP00000386380	9606.ENSP00000390651	0	0	0	0	0.061	0.993	0.900	0.749	0.999
IRAK1	TNFRSF1A	9606.ENSP00000358997	9606.ENSP00000162749	0	0	0	0	0.063	0.263	0	0.566	0.674
IRAK1	TAB1	9606.ENSP00000358997	9606.ENSP00000216160	0	0	0	0	0.087	0.225	0.900	0.689	0.975
IRAK1	NFKBIA	9606.ENSP00000358997	9606.ENSP00000216797	0	0	0	0	0	0.261	0.900	0.814	0.985
IRAK1	RELB	9606.ENSP00000358997	9606.ENSP00000221452	0	0	0	0	0.075	0	0	0.480	0.499
IRAK1	NFKB1	9606.ENSP00000358997	9606.ENSP00000226574	0	0	0	0	0.069	0.185	0.900	0.584	0.964
IRAK1	TRAF2	9606.ENSP00000358997	9606.ENSP00000247668	0	0	0	0	0.082	0.265	0	0.297	0.485
IRAK1	TICAM1	9606.ENSP00000358997	9606.ENSP00000248244	0	0	0	0	0.092	0.050	0	0.581	0.607
IRAK1	TRAF5	9606.ENSP00000358997	9606.ENSP00000261464	0	0	0	0	0.059	0.185	0	0.410	0.508
IRAK1	LY96	9606.ENSP00000358997	9606.ENSP00000284818	0	0	0	0	0.061	0	0.900	0.631	0.962
IRAK1	MALT1	9606.ENSP00000358997	9606.ENSP00000319279	0.046	0	0	0	0	0.080	0	0.420	0.446
IRAK1	TRADD	9606.ENSP00000358997	9606.ENSP00000341268	0	0	0	0	0.084	0.057	0	0.496	0.526
IRAK1	TAB2	9606.ENSP00000358997	9606.ENSP00000356426	0	0	0	0	0	0.753	0.900	0.722	0.992
IRAK1	PTGS2	9606.ENSP00000358997	9606.ENSP00000356438	0	0	0	0	0	0.058	0	0.412	0.422
IRAK1	MAP3K7	9606.ENSP00000358997	9606.ENSP00000358335	0	0	0	0.564	0.055	0.468	0.900	0.679	0.961
IRAK1	NFKB2	9606.ENSP00000358997	9606.ENSP00000358983	0	0	0	0	0.076	0.185	0	0.546	0.628
IRAK1	MAP3K14	9606.ENSP00000358997	9606.ENSP00000482657	0	0	0	0	0.064	0.085	0	0.359	0.403
IRAK1	TRAF1	9606.ENSP00000358997	9606.ENSP00000362994	0	0	0	0	0.062	0.186	0	0.408	0.509
IRAK1	TNFAIP3	9606.ENSP00000358997	9606.ENSP00000481570	0	0	0	0	0.065	0.349	0	0.533	0.691
IRAK1	TRAF3	9606.ENSP00000358997	9606.ENSP00000454207	0	0	0	0	0.082	0.185	0	0.700	0.756
IRAK1	TNF	9606.ENSP00000358997	9606.ENSP00000398698	0	0	0	0	0	0.050	0	0.819	0.821
IRAK1	RELA	9606.ENSP00000358997	9606.ENSP00000384273	0	0	0	0	0.084	0	0.900	0.553	0.955
IRAK1	TAB3	9606.ENSP00000358997	9606.ENSP00000368215	0	0	0	0	0.055	0.083	0.900	0.607	0.961
IRAK1	TICAM2	9606.ENSP00000358997	9606.ENSP00000415139	0	0	0	0	0	0.409	0.900	0.572	0.972
IRAK1	IRAK4	9606.ENSP00000358997	9606.ENSP00000390651	0	0	0	0.754	0	0.779	0.900	0.973	0.982
IRAK1	TIRAP	9606.ENSP00000358997	9606.ENSP00000376445	0	0	0	0	0	0.517	0.900	0.788	0.988
IRAK1	TLR4	9606.ENSP00000358997	9606.ENSP00000363089	0	0	0	0	0	0.579	0.900	0.877	0.994
IRAK1	MYD88	9606.ENSP00000358997	9606.ENSP00000401399	0	0	0	0	0.060	0.570	0.900	0.986	0.999
IRAK4	TNFRSF1A	9606.ENSP00000390651	9606.ENSP00000162749	0	0	0	0	0.061	0.186	0	0.448	0.541
IRAK4	TAB1	9606.ENSP00000390651	9606.ENSP00000216160	0	0	0	0	0.064	0.161	0.600	0.667	0.881
IRAK4	NFKBIA	9606.ENSP00000390651	9606.ENSP00000216797	0	0	0	0	0	0.190	0	0.712	0.757
